train_class_loss_step,step,train_acc5_step,epoch,train_acc1_step,train_nce_loss_step,val_knn_acc1,val_knn_acc5,val_acc1,val_acc5,val_loss,train_acc1_epoch,train_class_loss_epoch,train_acc5_epoch,train_nce_loss_epoch
,6044,,30,,,38.36000061035156,63.79999923706055,39.86000061035156,70.48999786376953,2.4054324626922607,,,,
,6044,,30,,,,,,,,35.145233154296875,2.6197824478149414,64.95893096923828,1.581985592842102
2.314847946166992,6049,69.53125,31,39.6484375,1.459869384765625,,,,,,,,,
2.6710574626922607,6099,61.9140625,31,34.1796875,1.6883128881454468,,,,,,,,,
2.614748001098633,6149,66.015625,31,33.59375,1.6975727081298828,,,,,,,,,
2.6781136989593506,6199,64.2578125,31,31.640625,1.7550371885299683,,,,,,,,,
,6239,,31,,,37.650001525878906,63.09000015258789,40.54999923706055,71.68999481201172,2.361630916595459,,,,
,6239,,31,,,,,,,,35.64703369140625,2.6028075218200684,65.22535705566406,1.583196759223938
2.500089645385742,6249,67.3828125,32,36.1328125,1.562441110610962,,,,,,,,,
2.5365638732910156,6299,66.40625,32,35.7421875,1.6896159648895264,,,,,,,,,
2.5957565307617188,6349,66.015625,32,35.9375,1.6720503568649292,,,,,,,,,
2.671027660369873,6399,63.4765625,32,32.2265625,1.7826547622680664,,,,,,,,,
,6434,,32,,,39.63999938964844,65.01000213623047,40.5,71.43000030517578,2.3267862796783447,,,,
,6434,,32,,,,,,,,36.04667282104492,2.567971706390381,65.91847229003906,1.564561128616333
2.584442615509033,6449,65.625,33,37.109375,1.484997272491455,,,,,,,,,
2.5570571422576904,6499,64.84375,33,35.9375,1.605589509010315,,,,,,,,,
2.816416025161743,6549,60.7421875,33,31.25,1.5797499418258667,,,,,,,,,
2.41208815574646,6599,69.140625,33,36.5234375,1.3517471551895142,,,,,,,,,
,6629,,33,,,36.54999923706055,62.189998626708984,40.02000045776367,70.15999603271484,2.4208290576934814,,,,
,6629,,33,,,,,,,,36.17888641357422,2.5658981800079346,66.0546875,1.5601921081542969
2.4708211421966553,6649,67.3828125,34,37.3046875,1.6274738311767578,,,,,,,,,
2.489121437072754,6699,66.9921875,34,39.453125,1.590165615081787,,,,,,,,,
2.5477800369262695,6749,65.4296875,34,34.9609375,1.5125315189361572,,,,,,,,,
2.5098819732666016,6799,67.3828125,34,35.546875,1.6168015003204346,,,,,,,,,
,6824,,34,,,36.33000183105469,61.66999816894531,42.209999084472656,71.6199951171875,2.241220235824585,,,,
,6824,,34,,,,,,,,36.76482391357422,2.528498411178589,66.63861846923828,1.541914463043213
2.6361498832702637,6849,66.6015625,35,35.15625,1.6417665481567383,,,,,,,,,
2.507406234741211,6899,65.625,35,38.28125,1.3898098468780518,,,,,,,,,
2.3900279998779297,6949,68.5546875,35,39.0625,1.574836015701294,,,,,,,,,
2.479858875274658,6999,64.6484375,35,40.4296875,1.7412936687469482,,,,,,,,,
,7019,,35,,,36.529998779296875,63.060001373291016,41.959999084472656,72.37999725341797,2.3022093772888184,,,,
,7019,,35,,,,,,,,37.114383697509766,2.512294054031372,66.93509674072266,1.5357815027236938
2.6515283584594727,7049,66.015625,36,34.375,1.5455228090286255,,,,,,,,,
2.351625680923462,7099,71.2890625,36,40.234375,1.518754243850708,,,,,,,,,
2.5618526935577393,7149,68.1640625,36,34.765625,1.6770013570785522,,,,,,,,,
2.610292434692383,7199,64.84375,36,37.890625,1.4031096696853638,,,,,,,,,
,7214,,36,,,38.63999938964844,64.2699966430664,41.7599983215332,73.22000122070312,2.219970464706421,,,,
,7214,,36,,,,,,,,36.96314239501953,2.5068857669830322,67.19751739501953,1.5297282934188843
2.362283706665039,7249,68.5546875,37,41.015625,1.366410255432129,,,,,,,,,
2.672071933746338,7299,65.0390625,37,33.203125,1.433380126953125,,,,,,,,,
2.426783561706543,7349,69.140625,37,41.796875,1.550774097442627,,,,,,,,,
2.635070562362671,7399,63.28125,37,34.1796875,1.465648889541626,,,,,,,,,
,7409,,37,,,38.689998626708984,64.23999786376953,40.84000015258789,71.33999633789062,2.3822920322418213,,,,
,7409,,37,,,,,,,,37.60817337036133,2.482250690460205,67.60416412353516,1.5181490182876587
2.518784999847412,7449,67.7734375,38,36.71875,1.5673940181732178,,,,,,,,,
2.440354347229004,7499,70.8984375,38,37.890625,1.3868186473846436,,,,,,,,,
2.495418071746826,7549,67.3828125,38,38.28125,1.4742753505706787,,,,,,,,,
2.3415684700012207,7599,69.3359375,38,41.796875,1.3882195949554443,,,,,,,,,
,7604,,38,,,39.599998474121094,65.62000274658203,43.97999954223633,74.47999572753906,2.1622660160064697,,,,
,7604,,38,,,,,,,,38.1059684753418,2.453951358795166,68.01982879638672,1.5018779039382935
2.569253444671631,7649,64.2578125,39,36.328125,1.3485546112060547,,,,,,,,,
2.387481689453125,7699,66.796875,39,40.625,1.4825191497802734,,,,,,,,,
2.5314064025878906,7749,65.4296875,39,37.3046875,1.3967056274414062,,,,,,,,,
2.524387836456299,7799,68.9453125,39,37.5,1.573839545249939,,,,,,,,,
,7799,,39,,,37.0,61.83000183105469,39.90999984741211,71.5199966430664,2.3843164443969727,,,,
,7799,,39,,,,,,,,38.4955940246582,2.4431536197662354,68.07191467285156,1.4880679845809937
2.387500047683716,7849,68.5546875,40,38.0859375,1.2930934429168701,,,,,,,,,
2.6353437900543213,7899,63.8671875,40,35.9375,1.4394053220748901,,,,,,,,,
2.584359645843506,7949,65.8203125,40,37.109375,1.4688116312026978,,,,,,,,,
,7994,,40,,,38.5099983215332,64.12999725341797,42.66999816894531,74.13999938964844,2.180880308151245,,,,
,7994,,40,,,,,,,,38.582733154296875,2.429074764251709,68.64183044433594,1.4756261110305786
2.4959654808044434,7999,69.7265625,41,39.2578125,1.5463390350341797,,,,,,,,,
2.5258545875549316,8049,68.5546875,41,34.765625,1.5114877223968506,,,,,,,,,
2.469721794128418,8099,67.1875,41,39.2578125,1.459812879562378,,,,,,,,,
2.306385040283203,8149,71.484375,41,39.0625,1.4011377096176147,,,,,,,,,
,8189,,41,,,38.58000183105469,64.9800033569336,42.41999816894531,73.7699966430664,2.2310996055603027,,,,
,8189,,41,,,,,,,,38.84314727783203,2.4097728729248047,68.76302337646484,1.4709067344665527
2.300049304962158,8199,70.703125,42,41.796875,1.564293384552002,,,,,,,,,
2.5183188915252686,8249,66.40625,42,39.0625,1.4487354755401611,,,,,,,,,
2.379558563232422,8299,69.921875,42,40.4296875,1.4874558448791504,,,,,,,,,
2.429104804992676,8349,68.1640625,42,40.625,1.6013158559799194,,,,,,,,,
,8384,,42,,,39.16999816894531,65.27999877929688,43.13999938964844,73.93999481201172,2.1810197830200195,,,,
,8384,,42,,,,,,,,39.112579345703125,2.399263858795166,69.00440979003906,1.4729617834091187
2.232557773590088,8399,71.484375,43,39.453125,1.4546186923980713,,,,,,,,,
2.3573923110961914,8449,71.484375,43,40.4296875,1.4806705713272095,,,,,,,,,
2.317659378051758,8499,72.65625,43,39.0625,1.2581214904785156,,,,,,,,,
2.251521587371826,8549,73.828125,43,42.96875,1.4718650579452515,,,,,,,,,
,8579,,43,,,39.959999084472656,65.52999877929688,43.12999725341797,74.2699966430664,2.1721668243408203,,,,
,8579,,43,,,,,,,,39.53826141357422,2.3818042278289795,69.29086303710938,1.459047794342041
2.3886706829071045,8599,69.140625,44,39.84375,1.4542514085769653,,,,,,,,,
2.3050079345703125,8649,69.7265625,44,41.015625,1.3240996599197388,,,,,,,,,
2.327301502227783,8699,72.0703125,44,40.625,1.4451653957366943,,,,,,,,,
2.3154637813568115,8749,69.921875,44,43.75,1.3250665664672852,,,,,,,,,
,8774,,44,,,38.18000030517578,64.16000366210938,42.05999755859375,74.29999542236328,2.1893362998962402,,,,
,8774,,44,,,,,,,,39.59334945678711,2.3798699378967285,69.45913696289062,1.4436755180358887
2.1915950775146484,8799,71.484375,45,42.1875,1.3859727382659912,,,,,,,,,
2.451692581176758,8849,69.53125,45,36.9140625,1.6165674924850464,,,,,,,,,
2.442915678024292,8899,66.9921875,45,35.9375,1.4923632144927979,,,,,,,,,
2.3863987922668457,8949,67.96875,45,37.890625,1.5352154970169067,,,,,,,,,
,8969,,45,,,39.75,65.4800033569336,44.349998474121094,75.15999603271484,2.1164779663085938,,,,
,8969,,45,,,,,,,,39.75661087036133,2.373690366744995,69.60035705566406,1.4425678253173828
2.344101905822754,8999,69.3359375,46,39.6484375,1.6718045473098755,,,,,,,,,
2.298954486846924,9049,70.703125,46,39.2578125,1.3288743495941162,,,,,,,,,
2.340618133544922,9099,73.046875,46,38.4765625,1.3299522399902344,,,,,,,,,
2.1915886402130127,9149,71.875,46,43.9453125,1.4558502435684204,,,,,,,,,
,9164,,46,,,41.369998931884766,66.87999725341797,45.2599983215332,76.5999984741211,2.0387556552886963,,,,
,9164,,46,,,,,,,,39.87379837036133,2.35965633392334,69.72355651855469,1.43150794506073
2.3358705043792725,9199,70.3125,47,42.3828125,1.5000076293945312,,,,,,,,,
2.265552520751953,9249,70.703125,47,43.9453125,1.2781378030776978,,,,,,,,,
2.303658962249756,9299,71.484375,47,42.1875,1.4376164674758911,,,,,,,,,
2.1268043518066406,9349,75.78125,47,44.53125,1.3056917190551758,,,,,,,,,
,9359,,47,,,40.29999923706055,65.95999908447266,44.0,74.13999938964844,2.1397945880889893,,,,
,9359,,47,,,,,,,,40.138221740722656,2.345883846282959,70.0350570678711,1.4260969161987305
2.285370111465454,9399,69.140625,48,42.578125,1.3330528736114502,,,,,,,,,
2.0893590450286865,9449,74.4140625,48,44.140625,1.3777104616165161,,,,,,,,,
2.3385772705078125,9499,69.53125,48,38.8671875,1.5195900201797485,,,,,,,,,
2.391190528869629,9549,69.3359375,48,37.5,1.3450087308883667,,,,,,,,,
,9554,,48,,,40.189998626708984,66.33999633789062,44.53999710083008,75.56999969482422,2.1070988178253174,,,,
,9554,,48,,,,,,,,40.39863967895508,2.3316268920898438,70.36558532714844,1.4253586530685425
2.350677490234375,9599,68.9453125,49,40.8203125,1.3608019351959229,,,,,,,,,
2.2885916233062744,9649,73.046875,49,38.4765625,1.565786600112915,,,,,,,,,
2.1433730125427246,9699,74.4140625,49,42.7734375,1.2660412788391113,,,,,,,,,
2.296157121658325,9749,70.703125,49,41.2109375,1.5500426292419434,,,,,,,,,
,9749,,49,,,40.16999816894531,66.47000122070312,44.79999923706055,76.37999725341797,2.070528745651245,,,,
,9749,,49,,,,,,,,40.51782989501953,2.3293309211730957,70.3946304321289,1.408348560333252
2.504782199859619,9799,67.3828125,50,37.6953125,1.3750520944595337,,,,,,,,,
2.269321918487549,9849,72.4609375,50,41.6015625,1.2870571613311768,,,,,,,,,
2.4256844520568848,9899,69.53125,50,41.6015625,1.3504444360733032,,,,,,,,,
,9944,,50,,,41.13999938964844,67.12000274658203,45.849998474121094,76.6500015258789,2.0293967723846436,,,,
,9944,,50,,,,,,,,41.042667388916016,2.3034489154815674,70.8994369506836,1.3974872827529907
2.3182363510131836,9949,70.703125,51,42.7734375,1.5422725677490234,,,,,,,,,
2.1061203479766846,9999,73.828125,51,44.3359375,1.3089985847473145,,,,,,,,,
2.4177463054656982,10049,67.578125,51,38.4765625,1.3845863342285156,,,,,,,,,
2.1837620735168457,10099,71.875,51,43.9453125,1.3842277526855469,,,,,,,,,
,10139,,51,,,42.4900016784668,67.70999908447266,45.81999969482422,77.25,2.006978988647461,,,,
,10139,,51,,,,,,,,41.25701141357422,2.292948007583618,71.1668701171875,1.4004662036895752
2.2344112396240234,10149,70.8984375,52,44.7265625,1.3688607215881348,,,,,,,,,
2.2662148475646973,10199,70.5078125,52,38.671875,1.345613718032837,,,,,,,,,
